kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 비대면 정기적금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 정기적금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: SB톡톡-정기예금 | join_way: 스마트폰 | mtrt_int: 1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: 꿈나무장학적금 | join_way: 영업점 | mtrt_int: 1개월 내 : 가입시점, 만기시점 비교 낮은 단리이율 적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 1~19세 | max_limit: 300000
kor_co_nm: 아산저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: 1개월 내 : 가입시점, 만기시점 비교 낮은 단리이율 적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: SB톡톡-정기적금 | join_way: 스마트폰 | mtrt_int: 1개월 내 : 가입시점, 만기시점 비교 낮은 단리이율 적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: 비대면 정기적금 | join_way: 스마트폰 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: E-정기적금 | join_way: 인터넷 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: 오 정기적금 | join_way: 영업점 | mtrt_int: -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율   [코로나19관련대책 - 창구가입상품한 : 한시적으로 만기후 1개월간 해당 예금의 동일계약기간 신규약정금리 적용, 이후 보통예금이율] | spcl_cnd: - 신규계약(1인1계좌) - 영업점 가입가능 - 1만원~30만원까지 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스타저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: *만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용, 만기후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스타저축은행 | fin_prdt_nm: 스타e_정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용, 만기후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대한저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: - 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리  - 만기후 1개월초과 : 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대한저축은행 | fin_prdt_nm: 장학적금자유식 | join_way: 영업점 | mtrt_int: - 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리  - 만기후 1개월초과 : 보통예금 금리 | spcl_cnd: 없음 | join_deny: 3 | join_member: 만19세 미만의 청소년만 가입가능 | max_limit: 30000000
kor_co_nm: 대한저축은행 | fin_prdt_nm: 정기적금-인터넷 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리  - 만기후 1개월초과 : 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동양저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용 1개월후: 보통예금 금리와 동일 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동양저축은행 | fin_prdt_nm: 정기적금(비대면,인터넷뱅킹,스마트폰뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용 1개월후: 보통예금 금리와 동일 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 더블저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: *만기경과 1개월이내 :  - 해당 약정기간 정기적금 현행이율 *만기경과 1개월이후 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 더블저축은행 | fin_prdt_nm: 정기적금(인터넷뱅킹,비대면) | join_way: 인터넷 | mtrt_int: *만기경과 1개월이내 :  - 해당 약정기간 정기적금 현행이율 *만기경과 1개월이후 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 센트럴저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: (만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5% | spcl_cnd: 없음. | join_deny: 1 | join_member: 제한없음. | max_limit: None
kor_co_nm: 센트럴저축은행 | fin_prdt_nm: 정기적금 (인터넷뱅킹,스마트뱅킹,비대면) | join_way: 인터넷,스마트폰 | mtrt_int: (만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5% | spcl_cnd: 없음. | join_deny: 1 | join_member: 제한없음. | max_limit: None
kor_co_nm: 센트럴저축은행 | fin_prdt_nm: 자유 적립예금 | join_way: 영업점 | mtrt_int: - 보통예금 기본이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율  ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 없음 | join_deny: 1 | join_member: 누구나 가입가능 | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율  ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 없음 | join_deny: 1 | join_member: 누구나 가입가능 | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: e-로운 정기적금 | join_way: 스마트폰 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율  ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 없음 | join_deny: 1 | join_member: 누구나 가입가능 | max_limit: None
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 정기적금(자유적립식) | join_way: 영업점 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 인터넷정기적금 | join_way: 인터넷 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 인터넷정기적금(자유적립식) | join_way: 인터넷 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 비대면 정기적금 | join_way: 스마트폰 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 스마트뱅킹 정기적금 | join_way: 스마트폰 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 스마트뱅킹 정기적금(자유적립식) | join_way: 스마트폰 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 라온저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: 1개월이하:당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 1개월초과:보통예금이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
kor_co_nm: 드림저축은행 | fin_prdt_nm: 인터넷 정기적금 | join_way: 인터넷 | mtrt_int: -1개월 이내: 공시이율과 약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: - 제한없음 | max_limit: None
kor_co_nm: 드림저축은행 | fin_prdt_nm: 톡톡 정기적금 (비대면) | join_way: 스마트폰 | mtrt_int: -1개월 이내: 공시이율과 약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: - 제한없음 | max_limit: None
kor_co_nm: 드림저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: -1개월 이내: 공시이율과 약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: - 제한없음 | max_limit: None
kor_co_nm: 대아상호저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 - 만기 후 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: 비대면정기적금 | join_way: 스마트폰 | mtrt_int: - 만기후 1개월 이내 : 약정이율 Ⅹ 100% - 만기후 1개월 초과 : 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: -만기후 1개월 이내 : 약정이율 Ⅹ 100%  -만기후 1개월 초과: 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷 | mtrt_int: -만기후 1개월 이내 : 약정이율 Ⅹ 100%  -만기후 1개월 초과: 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기적금이율 중 낮은 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: 비대면정기적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기적금이율 중 낮은 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 만19세 이상 내국인(법인불가) | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기적금이율 중 낮은 이율 ＊만기후 1개월초과 : 보통예금 이율 * 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 플러스 정기적금 | join_way: 영업점 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오성저축은행 | fin_prdt_nm: 플러스 정기적금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월이하-약정금리와 기준금리 중 낮은금리 1개월초과-보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대원상호저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 에스앤티저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: -만기 후 1개월 이내 : 가입당시 약정금리 -만기 후 1개월 이후 : 0.20% (보통예금 금리적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 에스앤티저축은행 | fin_prdt_nm: 정기적금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 이내 : 가입당시 약정금리 -만기 후 1개월 이후 : 0.20% (보통예금 금리적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 솔브레인저축은행 | fin_prdt_nm: 자유정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 만기후 1개월 까지 : 계약기간별 [가입 시 약정이율과 만기시점 약정이율] 중 낮은이율(고정) - 만기후 1개월 이후 : 현행 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 솔브레인저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 만기후 1개월 까지 : 계약기간별 [가입 시 지급이율과 만기 시 약정이율] 중 낮은이율 - 만기후 1개월 이후 : 보통예금 이율(0.3%) | spcl_cnd: - 만기해지 시 지급이율적용 [지급이율=약정이율+우대이율 (약정이율은 가입시 정기예금 1년제(단리/창구판매)이율적용)] | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: -만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동원제일저축은행 | fin_prdt_nm: 정기적금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 까지: 최종약정이율과 현재이율 중 낮은금리 적용 -만기 후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000
kor_co_nm: 조흥저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 만기후1개월이내 약정금리와 현행고시금리중 낮은 이율 1개월초과시 보통예금 이자율 적용 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 조흥저축은행 | fin_prdt_nm: 정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기후 1개월이내 약정금리와 현행고시금리중 낮은 이율 - 1개월초과시 보통예금 이자율 적용 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 조흥저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후1개월이내 약정금리와 현행고시금리중 낮은 이율 1개월초과시 보통예금 이자율 적용 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 정기예금(진주) | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율 - 1개월 초과 : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: E-정기적금(비대면) | join_way: 인터넷 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 자유적립식적금 | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 지니뱅크-정기적금(비대면) | join_way: 스마트폰 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: M-정기적금(비대면) | join_way: 스마트폰 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 진주저축은행 | fin_prdt_nm: 안심정기적금 (창구전용) | join_way: 영업점 | mtrt_int: ㆍ만기일~1개월 까지 : 최초 약정이율과 만기 후 동일상품 신규가입이율 중 낮은 이율  ㆍ1개월 초과  : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 비거주 외국인 외 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 2030 Start정기적금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 만20~39세 고객 (생일기준) | join_deny: 3 | join_member: 만20~39세 고객 (생일기준) | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 직장인 Plus정기적금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 현재 재직중인 직장인 (사원증 및 명함 지참시) | join_deny: 3 | join_member: 재직중인 직장인 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: 예가람 멤버십 정기적금 | join_way: 영업점 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: *인터넷뱅킹가입*거래기간 1년이상*정기예금 1천만원이상 또는 계약금액 이상예치*현재 정기적금 거래 또는 만기후 신규재가입*현재 여신상품거래 또는 완납 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 예가람저축은행 | fin_prdt_nm: Hi!예가람 e정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: * 만기후 1개월 이내 : 가입당시 약정금리 * 만기후 1개월 초과 : 보통예금금리 | spcl_cnd: 비대면가입 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 1개월 이내 : 예치시점 약정금리 - 1개월 초과 : 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: 없음 | spcl_cnd: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%) | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기적금(인터넷-모바일) | join_way: 인터넷,스마트폰 | mtrt_int: 없음 | spcl_cnd: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%) | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기적금(자유적립식) | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 삼호저축은행 | fin_prdt_nm: 정기적금(자유적립식-인터넷뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 해지시 약정금리 적용, 만기후 1개월 초과 이후 해지시 보통예금 이율적용(2020.7월27일 현재 보통예금 이율 0.5%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: NH멤버스 회원인 경우 연 0.1% 우대금리 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: 비대면정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 엔에이치저축은행 | fin_prdt_nm: NH 친환경 행복플러스 정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리 -1개월 초과: 지급일 당시 보통예금 이율 | spcl_cnd: 마케팅 상품서비스 안내(문자 포함 채널 1개 이상) 동의시 0.1% | join_deny: 1 | join_member: -친환경 자동차를 보유한 실명의 만 19세 이상 개인 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 스마트정기적금 | join_way: 스마트폰 | mtrt_int: * 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: - | join_deny: 1 | join_member: 스마트뱅크 가입고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷 | mtrt_int: * 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: - | join_deny: 1 | join_member: 모든고객 | max_limit: None
kor_co_nm: 대신저축은행 | fin_prdt_nm: 정기적금(자유식) | join_way: 영업점,인터넷,스마트폰 | mtrt_int: * 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율 * 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%) | spcl_cnd: - | join_deny: 1 | join_member: 모든고객 | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 참똑똑한IBK저축은행정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 만기경과 1개월 이내  : 약정금리와 현행고시  금리중 낮은이율  - 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 비대면, 인터넷,모바일 가입시 0.1%우대(12개월이상) | join_deny: 1 | join_member: 없음 | max_limit: None
