kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 안양저축은행 | fin_prdt_nm: 비대면-정기예금 | join_way: 스마트폰 | mtrt_int: 만기 후 한 달까지 약정금리-현행금리 비교하여 낮은 금리 적용, 이후 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 만19세이상 내국인 개인고객, 본인 스마트폰 소지자, 신분증(주민등록증 또는 운전면허증)소지자, 최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객, 미국인납세자에 해당하지 않는 고객 | max_limit: None
kor_co_nm: 영진저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율) 만기후 1개월이후 해지시 보통예금금리(0.5%)적용 | spcl_cnd: 계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시 | join_deny: 1 | join_member: 내·외국인 대상 | max_limit: None
kor_co_nm: 영진저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷 | mtrt_int: 만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율) 만기후 1개월이후 해지시 보통예금금리(0.5%)적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 내·외국인 대상 | max_limit: None
kor_co_nm: 영진저축은행 | fin_prdt_nm: m-정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율) 만기후 1개월이후 해지시 보통예금금리(0.5%)적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 내·외국인 대상 | max_limit: None
kor_co_nm: 영진저축은행 | fin_prdt_nm: SB톡톡-정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율) 만기후 1개월이후 해지시 보통예금금리(0.5%)적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 내·외국인 대상 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: e정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: SB톡톡 정기예금 | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: 회전식 정기예금 (변동금리) | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: e회전식 정기예금 (변동금리) | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 융창저축은행 | fin_prdt_nm: SB톡톡 회전식 정기예금 (변동금리) | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하: 예금 계좌의 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 적용 - 만기 후 1개월 초과:0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: 정기예금(비대면) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: 회전식 정기예금(변동금리) | join_way: 영업점 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: 회전식 정기예금(비대면, 변동금리) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: 자동연장 정기예금 | join_way: 영업점 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 0.10% (보통예금 이율) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 세람상호저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리  1개월 초과: 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 회전정기예금 (1년단위 변동금리상품) (창구전용) | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 회전정기예금 (인터넷, 모바일,비대면) (1년단위 변동금리상품) | join_way: 인터넷,스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *회전정기예금(회전주기 12개월): 매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 정기예금 (인터넷, 모바일,비대면) | join_way: 인터넷,스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼루 중도해지 Free정기예금 ★추천상품★ | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼루 중도해지 Free정기예금(인터넷,모바일,비대면) ★추천상품★ | join_way: 인터넷,스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 부천사랑 회전정기예금 (1년단위 변동금리상품) (부천지점 창구전용) | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: AI페퍼스배구사랑 회전정기예금 (1년단위 변동금리상품) (광주 및 전주지점 창구전용) | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼스 회전정기예금 (디지털페퍼앱) (1년단위 변동금리상품) | join_way: 스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 실명의 개인 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼스 정기예금 (디지털페퍼앱) | join_way: 스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 실명의 개인 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼스 중도해지Free정기예금(디지털페퍼앱) ★추천상품★ | join_way: 스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은이율 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 실명의 개인 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 평촌사랑 회전정기예금 (1년단위 변동금리상품) (평촌지점 창구전용) | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: *매 1년마다 해당시점 정기예금 1년 금리 +0.1%로 자동연장되는 변동금리 상품(1년 단위 확정금리). 매 1년 경과 후 중도해지시 회전일로부터 1년 경과 시점까지는 정상이율 적용. | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 페퍼스 6개월회전정기예금(디지털페퍼앱) (6개월 단위 변동금리상품) | join_way: 스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 6개월 회전정기예금 (6개월 단위 변동금리상품) | join_way: 영업점 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 페퍼저축은행 | fin_prdt_nm: 6개월 회전정기예금 (인터넷, 모바일,비대면) (6개월 단위 변동금리상품) | join_way: 인터넷,스마트폰 | mtrt_int: * 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용 * 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용 | spcl_cnd: 우대사항없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 파킹통장 369 정기예금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전) [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 파킹통장 369 정기예금E | join_way: 인터넷,스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면 파킹통장 369 정기예금 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅 파킹통장 369 정기예금 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전) [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅369회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 369회전정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 369회전정기예금E | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면369회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅 회전정기예금 | join_way: 스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 회전정기예금 | join_way: 영업점 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 회전E-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면 회전정기예금 | join_way: 스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 정기예금-단기 | join_way: 영업점 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: e-정기예금-단기 | join_way: 인터넷,스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면 정기예금-단기 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅 정기예금 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅 정기예금-단기 | join_way: 스마트폰 | mtrt_int: [2019년 7월 1일 이전 신규] 연 0.1% (세전)  [2019년 7월 1일 신규분부터] - 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.1% (세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 뱅뱅뱅 9개월 회전정기예금 | join_way: 스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 9개월 회전정기예금 | join_way: 영업점 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: e-9개월 회전정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인저축은행 | fin_prdt_nm: 비대면 9개월 회전정기예금 | join_way: 스마트폰 | mtrt_int: 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용 -1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용 -1개월 초과: 보통예금 이율: 연0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: 한화가족사랑정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: e뱅킹정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 인터넷뱅킹, 스마트폰뱅킹 전용 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: 한화자동연장정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: 한화회전정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: 한화e-회전정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 인터넷뱅킹, 스마트폰뱅킹 전용 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: Mymo 정기예금 | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하: 만기일 현재 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 자체앱(Mymo) 전용 | max_limit: None
kor_co_nm: 한화저축은행 | fin_prdt_nm: Mymo 회전정기예금 | join_way: 스마트폰 | mtrt_int: 3 | spcl_cnd: - | join_deny: 1 | join_member: 자체앱(Mymo) 전용 | max_limit: None
kor_co_nm: CK저축은행 | fin_prdt_nm: 정기예금(인터넷,모바일,비대면) | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
kor_co_nm: CK저축은행 | fin_prdt_nm: 정기예금(강릉지점) | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
